2025-06-15T08:25:19.409Z, vk6ww, 40m, SSB, 59011, 59023, "", 0
2025-06-15T08:25:19.411Z, vk6ww, 40m, SSB, 59011, 59023, "", 0
2025-06-15T08:35:30.739Z, vk6qq, 40m, SSB, 59011, 590233, "", 0
2025-06-15T08:35:30.740Z, vk6qq, 40m, SSB, 59011, 590233, "", 0
2025-06-15T08:35:53.320Z, vk7rr, 40m, SSB, 59011, 59023, "", 0
2025-06-15T08:35:53.321Z, vk7rr, 40m, SSB, 59011, 59023, "", 0
2025-06-15T08:40:41.674Z, vk6hate, 40m, SSB, 59011, 59045, "", 0
2025-06-15T08:40:41.674Z, vk6hate, 40m, SSB, 59011, 59045, "", 0
2025-06-15T08:41:26.084Z, vk9rty, 40m, SSB, 59011, 59045, "", 0
2025-06-15T08:41:26.084Z, vk9rty, 40m, SSB, 59011, 59045, "", 0
2025-06-15T08:43:42.981Z, vk6ee, 40m, SSB, 59011, 59034, "", 0
2025-06-15T08:43:42.982Z, vk6ee, 40m, SSB, 59011, 59034, "", 0
2025-06-15T08:43:57.212Z, vk7qw, 40m, SSB, 59067, 59078, "", 0
2025-06-15T08:43:57.213Z, vk7qw, 40m, SSB, 59067, 59078, "", 0
2025-06-15T08:46:08.932Z, vk6ed, 40m, SSB, 59011, 59045, "", 0
2025-06-15T08:46:08.933Z, vk6ed, 40m, SSB, 59011, 59045, "", 0
2025-06-15T08:48:00.641Z, vk6uu, 40m, SSB, 59011, 59078, "", 0
2025-06-15T08:48:00.642Z, vk6uu, 40m, SSB, 59011, 59078, "", 0
2025-06-15T08:48:19.104Z, vk6pp, 40m, SSB, 59011, 59067, "", 0
2025-06-15T08:48:19.105Z, vk6pp, 40m, SSB, 59011, 59067, "", 0
2025-06-15T08:52:20.389Z, vk6fgh, 40m, SSB, 59011, 59056, "", 0
2025-06-15T08:52:20.390Z, vk6fgh, 40m, SSB, 59011, 59056, "", 0
2025-06-15T08:53:30.233Z, VK6YY, 40m, SSB, 59011, 59060, "", 0
2025-06-15T08:53:30.235Z, VK6YY, 40m, SSB, 59011, 59060, "", 0
2025-06-15T08:57:47.514Z, vk7ww, 40m, SSB, 59011, 59078, "", 0
2025-06-15T08:57:47.515Z, vk7ww, 40m, SSB, 59011, 59078, "", 0
2025-06-15T08:58:25.594Z, vk7qww, 40m, SSB, 59011, 59078, "", 1
2025-06-15T08:58:25.596Z, vk7qww, 40m, SSB, 59011, 59078, "", 1
2025-06-15T09:48:54.283Z, vk6qs, 40m, SSB, 59011, 59023, "", 0
2025-06-15T09:48:54.283Z, vk6qs, 40m, SSB, 59011, 59023, "", 0
2025-06-15T10:41:02.465Z, vk6qs, 40m, SSB, 59011, 59023, "", 0
2025-06-15T10:41:02.466Z, vk6qs, 40m, SSB, 59011, 59023, "", 0
2025-06-15T10:44:24.799Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:44:24.801Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:44:48.971Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:44:48.972Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:45:12.957Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:45:12.957Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:46:36.716Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:46:36.717Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:46:57.378Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:46:57.379Z, vk6qs, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:48:05.981Z, vk6qss, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:48:05.982Z, vk6qss, 40m, SSB, 59011, 59023, "gdfgdfg", 0
2025-06-15T10:48:47.465Z, vk7tt, 40m, SSB, 59011, 59034, "", 0
2025-06-15T10:48:47.466Z, vk7tt, 40m, SSB, 59011, 59034, "", 0
2025-06-15T10:53:55.020Z, vk8ww, 40m, SSB, 59011, 59045, "", 0
2025-06-15T10:53:55.023Z, vk8ww, 40m, SSB, 59011, 59045, "", 0
2025-06-15T10:59:07.076Z, vk7ww, 40m, SSB, 59011, 59023, "sdf", 0
2025-06-15T10:59:07.077Z, vk7ww, 40m, SSB, 59011, 59023, "sdf", 0
2025-06-15T11:12:11.718Z, vk7ww, 40m, SSB, 59011, 59023, "sdfsdffsd", 0
