2025-07-26T07:23:12.403Z, vk7rr, 40m, SSB, 59012, 590023, "", 0
2025-07-26T07:23:12.404Z, vk7rr, 40m, SSB, 59012, 590023, "", 0
2025-07-26T07:53:24.318Z, vk6qs, 40m, SSB, 59012, 59078, "", 0
2025-07-26T07:53:24.319Z, vk6qs, 40m, SSB, 59012, 59078, "", 0
2025-07-26T07:54:06.255Z, vk7ee, 40m, SSB, 59012, 59045, "", 0
2025-07-26T07:54:06.256Z, vk7ee, 40m, SSB, 59012, 59045, "", 0
2025-07-26T07:54:44.947Z, vk8ee, 40m, SSB, 59012, 59045, "", 0
2025-07-26T07:54:44.947Z, vk8ee, 40m, SSB, 59012, 59045, "", 0
2025-07-26T09:13:24.636Z, vk6qq, 40m, SSB, 59012, 59003, "", 0
2025-07-26T09:13:24.637Z, vk6qq, 40m, SSB, 59012, 59003, "", 0
2025-07-26T09:14:10.434Z, vk6ww, 40m, SSB, 59012, 59045, "", 0
2025-07-26T09:14:10.435Z, vk6ww, 40m, SSB, 59012, 59045, "", 0
2025-07-26T09:20:57.506Z, vk1ww, 40m, SSB, 59012, 59034, "", 0
2025-07-26T09:20:57.510Z, vk1ww, 40m, SSB, 59012, 59034, "", 0
2025-07-26T09:23:39.374Z, vk7rr, 15m, SSB, 59012, 59003, "", 0
2025-07-26T09:23:39.374Z, vk7rr, 15m, SSB, 59012, 59003, "", 0
2025-07-26T09:26:57.298Z, vk6qq, 15m, SSB, 59012, 59002, "", 0
2025-07-26T09:26:57.299Z, vk6qq, 15m, SSB, 59012, 59002, "", 0
2025-07-26T09:31:35.476Z, vk6qq, 23cm, SSB, 59012, 59003, "", 0
2025-07-26T09:31:35.477Z, vk6qq, 23cm, SSB, 59012, 59003, "", 0
2025-07-26T09:32:37.486Z, vk7wrr, 160m, SSB, 59012, 59003, "", 0
2025-07-26T09:32:37.487Z, vk7wrr, 160m, SSB, 59012, 59003, "", 0
2025-07-26T09:34:29.897Z, vk7wrr, 80m, SSB, 59012, 59003, "", 0
2025-07-26T09:34:29.898Z, vk7wrr, 80m, SSB, 59012, 59003, "", 0
2025-07-26T09:43:06.045Z, vk6qq, 80m, CW, 59012, 59078, "", 0
2025-07-26T09:43:06.046Z, vk6qq, 80m, CW, 59012, 59078, "", 0
2025-07-26T09:57:54.509Z, vk7qt, 40m, CW, 59012, 57006, "", 0
2025-07-26T09:57:54.510Z, vk7qt, 40m, CW, 59012, 57006, "", 0
2025-07-26T12:03:49.791Z, vk6qs, 40m, SSB, 59013, 59005, "", 0
2025-07-26T12:03:49.791Z, vk6qs, 40m, SSB, 59013, 59005, "", 0
