2025-06-23T12:06:47.121Z, vk6ww, 40m, SSB, 59012, 59034, "", 0
2025-06-23T12:06:47.124Z, vk6ww, 40m, SSB, 59012, 59034, "", 0
2025-06-23T12:07:14.503Z, vk6mm, 40m, SSB, 59012, 59078, "", 0
2025-06-23T12:07:14.504Z, vk6mm, 40m, SSB, 59012, 59078, "", 0
2025-06-23T12:13:59.921Z, vk6mm, 40m, CW, 59012, 59078, "cw", 0
2025-06-23T12:13:59.924Z, vk6mm, 40m, CW, 59012, 59078, "cw", 0
2025-06-23T12:55:47.280Z, vk7rr, 40m, SSB, 59012, 59056, "", 0
2025-06-23T12:55:47.280Z, vk7rr, 40m, SSB, 59012, 59056, "", 0
2025-06-23T14:21:40.087Z, vk8we, 160m, SSB, 59012, 59012, "59023", 0
2025-06-23T14:21:40.089Z, vk8we, 160m, SSB, 59012, 59012, "59023", 0
